collection_date,REGION,sgtf,non_sgtf
2020-08-13,East of England,0,0
2020-08-13,London,0,0
2020-08-13,Midlands,0,0
2020-08-13,North East and Yorkshire,0,0
2020-08-13,North West,0,0
2020-08-13,South East,0,0
2020-08-13,South West,0,0
2020-08-14,East of England,0,0
2020-08-14,London,0,0
2020-08-14,Midlands,0,0
2020-08-14,North East and Yorkshire,0,0
2020-08-14,North West,0,0
2020-08-14,South East,0,0
2020-08-14,South West,0,0
2020-08-15,East of England,0,0
2020-08-15,London,0,0
2020-08-15,Midlands,0,0
2020-08-15,North East and Yorkshire,0,0
2020-08-15,North West,0,0
2020-08-15,South East,0,0
2020-08-15,South West,0,0
2020-08-16,East of England,0,0
2020-08-16,London,0,0
2020-08-16,Midlands,0,0
2020-08-16,North East and Yorkshire,0,0
2020-08-16,North West,0,0
2020-08-16,South East,0,0
2020-08-16,South West,0,0
2020-08-17,East of England,0,0
2020-08-17,London,0,0
2020-08-17,Midlands,0,0
2020-08-17,North East and Yorkshire,0,0
2020-08-17,North West,0,0
2020-08-17,South East,0,0
2020-08-17,South West,0,0
2020-08-18,East of England,0,0
2020-08-18,London,0,0
2020-08-18,Midlands,0,0
2020-08-18,North East and Yorkshire,0,0
2020-08-18,North West,0,0
2020-08-18,South East,0,0
2020-08-18,South West,0,0
2020-08-19,East of England,0,0
2020-08-19,London,0,0
2020-08-19,Midlands,0,0
2020-08-19,North East and Yorkshire,0,0
2020-08-19,North West,0,0
2020-08-19,South East,0,0
2020-08-19,South West,0,0
2020-08-20,East of England,0,0
2020-08-20,London,0,0
2020-08-20,Midlands,0,0
2020-08-20,North East and Yorkshire,0,0
2020-08-20,North West,0,0
2020-08-20,South East,0,0
2020-08-20,South West,0,0
2020-08-21,East of England,0,0
2020-08-21,London,0,0
2020-08-21,Midlands,0,0
2020-08-21,North East and Yorkshire,0,0
2020-08-21,North West,0,0
2020-08-21,South East,0,0
2020-08-21,South West,0,0
2020-08-22,East of England,0,0
2020-08-22,London,0,0
2020-08-22,Midlands,0,0
2020-08-22,North East and Yorkshire,0,0
2020-08-22,North West,0,0
2020-08-22,South East,0,0
2020-08-22,South West,0,0
2020-08-23,East of England,0,0
2020-08-23,London,0,0
2020-08-23,Midlands,0,0
2020-08-23,North East and Yorkshire,0,0
2020-08-23,North West,0,0
2020-08-23,South East,0,0
2020-08-23,South West,0,0
2020-08-24,East of England,0,0
2020-08-24,London,0,0
2020-08-24,Midlands,0,0
2020-08-24,North East and Yorkshire,0,0
2020-08-24,North West,0,0
2020-08-24,South East,0,0
2020-08-24,South West,0,0
2020-08-25,East of England,0,0
2020-08-25,London,0,0
2020-08-25,Midlands,0,0
2020-08-25,North East and Yorkshire,0,0
2020-08-25,North West,0,0
2020-08-25,South East,0,0
2020-08-25,South West,0,0
2020-08-26,East of England,0,0
2020-08-26,London,0,0
2020-08-26,Midlands,0,0
2020-08-26,North East and Yorkshire,0,0
2020-08-26,North West,0,0
2020-08-26,South East,0,0
2020-08-26,South West,0,0
2020-08-27,East of England,0,0
2020-08-27,London,0,0
2020-08-27,Midlands,0,0
2020-08-27,North East and Yorkshire,0,0
2020-08-27,North West,0,0
2020-08-27,South East,0,0
2020-08-27,South West,0,0
2020-08-28,East of England,0,0
2020-08-28,London,0,0
2020-08-28,Midlands,0,0
2020-08-28,North East and Yorkshire,0,0
2020-08-28,North West,0,0
2020-08-28,South East,0,0
2020-08-28,South West,0,0
2020-08-29,East of England,0,0
2020-08-29,London,0,0
2020-08-29,Midlands,0,0
2020-08-29,North East and Yorkshire,0,0
2020-08-29,North West,0,0
2020-08-29,South East,0,0
2020-08-29,South West,0,0
2020-08-30,East of England,0,0
2020-08-30,London,0,0
2020-08-30,Midlands,0,0
2020-08-30,North East and Yorkshire,0,0
2020-08-30,North West,0,0
2020-08-30,South East,0,0
2020-08-30,South West,0,0
2020-08-31,East of England,0,0
2020-08-31,London,0,0
2020-08-31,Midlands,0,0
2020-08-31,North East and Yorkshire,0,0
2020-08-31,North West,0,0
2020-08-31,South East,0,0
2020-08-31,South West,0,0
2020-09-01,East of England,2,55
2020-09-01,London,6,134
2020-09-01,Midlands,9,186
2020-09-01,North East and Yorkshire,1,139
2020-09-01,North West,4,252
2020-09-01,South East,2,49
2020-09-01,South West,2,55
2020-09-02,East of England,4,53
2020-09-02,London,6,140
2020-09-02,Midlands,7,295
2020-09-02,North East and Yorkshire,3,204
2020-09-02,North West,9,326
2020-09-02,South East,3,70
2020-09-02,South West,2,50
2020-09-03,East of England,2,67
2020-09-03,London,4,133
2020-09-03,Midlands,6,292
2020-09-03,North East and Yorkshire,0,202
2020-09-03,North West,5,332
2020-09-03,South East,9,77
2020-09-03,South West,7,41
2020-09-04,East of England,9,71
2020-09-04,London,1,158
2020-09-04,Midlands,6,347
2020-09-04,North East and Yorkshire,2,208
2020-09-04,North West,4,398
2020-09-04,South East,0,73
2020-09-04,South West,2,46
2020-09-05,East of England,2,58
2020-09-05,London,5,165
2020-09-05,Midlands,1,308
2020-09-05,North East and Yorkshire,1,247
2020-09-05,North West,1,364
2020-09-05,South East,2,88
2020-09-05,South West,4,39
2020-09-06,East of England,3,47
2020-09-06,London,5,138
2020-09-06,Midlands,1,220
2020-09-06,North East and Yorkshire,0,84
2020-09-06,North West,6,253
2020-09-06,South East,3,95
2020-09-06,South West,5,20
2020-09-07,East of England,5,76
2020-09-07,London,10,239
2020-09-07,Midlands,6,341
2020-09-07,North East and Yorkshire,1,298
2020-09-07,North West,3,443
2020-09-07,South East,0,91
2020-09-07,South West,2,46
2020-09-08,East of England,3,57
2020-09-08,London,4,147
2020-09-08,Midlands,1,365
2020-09-08,North East and Yorkshire,0,262
2020-09-08,North West,1,455
2020-09-08,South East,1,84
2020-09-08,South West,4,22
2020-09-09,East of England,4,74
2020-09-09,London,3,129
2020-09-09,Midlands,1,295
2020-09-09,North East and Yorkshire,4,215
2020-09-09,North West,2,443
2020-09-09,South East,0,67
2020-09-09,South West,1,43
2020-09-10,East of England,0,71
2020-09-10,London,7,144
2020-09-10,Midlands,1,306
2020-09-10,North East and Yorkshire,0,341
2020-09-10,North West,5,515
2020-09-10,South East,1,72
2020-09-10,South West,2,23
2020-09-11,East of England,4,59
2020-09-11,London,3,178
2020-09-11,Midlands,3,310
2020-09-11,North East and Yorkshire,4,260
2020-09-11,North West,3,517
2020-09-11,South East,1,53
2020-09-11,South West,4,32
2020-09-12,East of England,3,52
2020-09-12,London,7,130
2020-09-12,Midlands,2,125
2020-09-12,North East and Yorkshire,0,138
2020-09-12,North West,5,303
2020-09-12,South East,5,56
2020-09-12,South West,2,26
2020-09-13,East of England,2,35
2020-09-13,London,0,65
2020-09-13,Midlands,0,24
2020-09-13,North East and Yorkshire,0,15
2020-09-13,North West,1,17
2020-09-13,South East,0,25
2020-09-13,South West,1,29
2020-09-14,East of England,10,48
2020-09-14,London,8,126
2020-09-14,Midlands,1,265
2020-09-14,North East and Yorkshire,3,274
2020-09-14,North West,2,524
2020-09-14,South East,6,45
2020-09-14,South West,1,29
2020-09-15,East of England,10,46
2020-09-15,London,4,104
2020-09-15,Midlands,0,335
2020-09-15,North East and Yorkshire,1,358
2020-09-15,North West,8,595
2020-09-15,South East,2,57
2020-09-15,South West,4,32
2020-09-16,East of England,8,46
2020-09-16,London,4,124
2020-09-16,Midlands,2,375
2020-09-16,North East and Yorkshire,6,542
2020-09-16,North West,8,812
2020-09-16,South East,4,42
2020-09-16,South West,3,26
2020-09-17,East of England,1,52
2020-09-17,London,5,170
2020-09-17,Midlands,1,471
2020-09-17,North East and Yorkshire,4,574
2020-09-17,North West,7,950
2020-09-17,South East,1,58
2020-09-17,South West,1,32
2020-09-18,East of England,1,53
2020-09-18,London,8,122
2020-09-18,Midlands,6,510
2020-09-18,North East and Yorkshire,6,703
2020-09-18,North West,10,944
2020-09-18,South East,0,48
2020-09-18,South West,3,42
2020-09-19,East of England,1,49
2020-09-19,London,3,85
2020-09-19,Midlands,4,292
2020-09-19,North East and Yorkshire,4,468
2020-09-19,North West,6,567
2020-09-19,South East,5,37
2020-09-19,South West,2,56
2020-09-20,East of England,1,24
2020-09-20,London,6,151
2020-09-20,Midlands,1,328
2020-09-20,North East and Yorkshire,5,486
2020-09-20,North West,3,390
2020-09-20,South East,1,34
2020-09-20,South West,2,39
2020-09-21,East of England,5,78
2020-09-21,London,5,202
2020-09-21,Midlands,19,602
2020-09-21,North East and Yorkshire,10,831
2020-09-21,North West,6,652
2020-09-21,South East,5,108
2020-09-21,South West,2,84
2020-09-22,East of England,2,126
2020-09-22,London,16,283
2020-09-22,Midlands,7,483
2020-09-22,North East and Yorkshire,5,811
2020-09-22,North West,12,1194
2020-09-22,South East,4,106
2020-09-22,South West,1,57
2020-09-23,East of England,6,116
2020-09-23,London,30,400
2020-09-23,Midlands,7,659
2020-09-23,North East and Yorkshire,7,866
2020-09-23,North West,9,1467
2020-09-23,South East,6,119
2020-09-23,South West,7,83
2020-09-24,East of England,14,140
2020-09-24,London,11,366
2020-09-24,Midlands,15,552
2020-09-24,North East and Yorkshire,7,1132
2020-09-24,North West,14,1655
2020-09-24,South East,6,134
2020-09-24,South West,2,115
2020-09-25,East of England,14,121
2020-09-25,London,26,363
2020-09-25,Midlands,7,609
2020-09-25,North East and Yorkshire,13,918
2020-09-25,North West,21,1558
2020-09-25,South East,12,171
2020-09-25,South West,7,91
2020-09-26,East of England,0,27
2020-09-26,London,11,213
2020-09-26,Midlands,2,276
2020-09-26,North East and Yorkshire,5,708
2020-09-26,North West,9,767
2020-09-26,South East,4,39
2020-09-26,South West,2,22
2020-09-27,East of England,9,66
2020-09-27,London,14,185
2020-09-27,Midlands,1,196
2020-09-27,North East and Yorkshire,5,619
2020-09-27,North West,4,329
2020-09-27,South East,6,99
2020-09-27,South West,3,52
2020-09-28,East of England,16,183
2020-09-28,London,22,457
2020-09-28,Midlands,9,904
2020-09-28,North East and Yorkshire,23,1906
2020-09-28,North West,40,2229
2020-09-28,South East,10,199
2020-09-28,South West,35,143
2020-09-29,East of England,5,180
2020-09-29,London,19,447
2020-09-29,Midlands,8,650
2020-09-29,North East and Yorkshire,23,1869
2020-09-29,North West,34,2380
2020-09-29,South East,7,169
2020-09-29,South West,10,107
2020-09-30,East of England,15,239
2020-09-30,London,43,672
2020-09-30,Midlands,10,884
2020-09-30,North East and Yorkshire,26,2088
2020-09-30,North West,45,2739
2020-09-30,South East,22,253
2020-09-30,South West,7,275
2020-10-01,East of England,12,202
2020-10-01,London,40,749
2020-10-01,Midlands,14,937
2020-10-01,North East and Yorkshire,52,2573
2020-10-01,North West,63,2818
2020-10-01,South East,18,264
2020-10-01,South West,10,250
2020-10-02,East of England,14,163
2020-10-02,London,25,536
2020-10-02,Midlands,12,1010
2020-10-02,North East and Yorkshire,32,2737
2020-10-02,North West,65,2698
2020-10-02,South East,16,316
2020-10-02,South West,12,240
2020-10-03,East of England,3,94
2020-10-03,London,8,243
2020-10-03,Midlands,8,545
2020-10-03,North East and Yorkshire,43,2180
2020-10-03,North West,42,1910
2020-10-03,South East,7,133
2020-10-03,South West,6,135
2020-10-04,East of England,6,118
2020-10-04,London,21,431
2020-10-04,Midlands,8,671
2020-10-04,North East and Yorkshire,42,2478
2020-10-04,North West,42,2346
2020-10-04,South East,13,204
2020-10-04,South West,11,163
2020-10-05,East of England,5,189
2020-10-05,London,34,507
2020-10-05,Midlands,24,1378
2020-10-05,North East and Yorkshire,61,2718
2020-10-05,North West,74,3240
2020-10-05,South East,16,239
2020-10-05,South West,8,223
2020-10-06,East of England,29,345
2020-10-06,London,41,832
2020-10-06,Midlands,16,1342
2020-10-06,North East and Yorkshire,60,3138
2020-10-06,North West,60,3353
2020-10-06,South East,14,469
2020-10-06,South West,17,447
2020-10-07,East of England,31,343
2020-10-07,London,50,742
2020-10-07,Midlands,17,1507
2020-10-07,North East and Yorkshire,61,3312
2020-10-07,North West,72,3327
2020-10-07,South East,22,523
2020-10-07,South West,27,554
2020-10-08,East of England,25,341
2020-10-08,London,45,899
2020-10-08,Midlands,24,1297
2020-10-08,North East and Yorkshire,58,2825
2020-10-08,North West,50,2775
2020-10-08,South East,26,565
2020-10-08,South West,12,522
2020-10-09,East of England,8,149
2020-10-09,London,30,339
2020-10-09,Midlands,13,824
2020-10-09,North East and Yorkshire,42,1809
2020-10-09,North West,40,1764
2020-10-09,South East,8,136
2020-10-09,South West,11,212
2020-10-10,East of England,0,37
2020-10-10,London,4,63
2020-10-10,Midlands,6,394
2020-10-10,North East and Yorkshire,38,1515
2020-10-10,North West,22,1590
2020-10-10,South East,3,45
2020-10-10,South West,1,64
2020-10-11,East of England,2,61
2020-10-11,London,15,269
2020-10-11,Midlands,10,406
2020-10-11,North East and Yorkshire,25,1566
2020-10-11,North West,29,2288
2020-10-11,South East,3,119
2020-10-11,South West,6,142
2020-10-12,East of England,10,214
2020-10-12,London,28,609
2020-10-12,Midlands,27,1629
2020-10-12,North East and Yorkshire,54,2880
2020-10-12,North West,52,3595
2020-10-12,South East,13,249
2020-10-12,South West,14,436
2020-10-13,East of England,18,440
2020-10-13,London,72,982
2020-10-13,Midlands,21,1565
2020-10-13,North East and Yorkshire,67,3018
2020-10-13,North West,53,3213
2020-10-13,South East,19,524
2020-10-13,South West,12,194
2020-10-14,East of England,19,277
2020-10-14,London,56,937
2020-10-14,Midlands,11,853
2020-10-14,North East and Yorkshire,80,2950
2020-10-14,North West,38,3031
2020-10-14,South East,20,407
2020-10-14,South West,9,97
2020-10-15,East of England,26,529
2020-10-15,London,73,1255
2020-10-15,Midlands,22,1583
2020-10-15,North East and Yorkshire,59,2904
2020-10-15,North West,37,3158
2020-10-15,South East,42,477
2020-10-15,South West,3,104
2020-10-16,East of England,18,375
2020-10-16,London,57,1084
2020-10-16,Midlands,8,773
2020-10-16,North East and Yorkshire,35,1263
2020-10-16,North West,42,2739
2020-10-16,South East,27,437
2020-10-16,South West,6,86
2020-10-17,East of England,5,31
2020-10-17,London,3,62
2020-10-17,Midlands,14,628
2020-10-17,North East and Yorkshire,28,1346
2020-10-17,North West,39,2822
2020-10-17,South East,2,30
2020-10-17,South West,1,27
2020-10-18,East of England,1,39
2020-10-18,London,2,83
2020-10-18,Midlands,14,621
2020-10-18,North East and Yorkshire,22,1297
2020-10-18,North West,41,2622
2020-10-18,South East,1,48
2020-10-18,South West,0,24
2020-10-19,East of England,22,698
2020-10-19,London,93,1670
2020-10-19,Midlands,45,2402
2020-10-19,North East and Yorkshire,97,4165
2020-10-19,North West,71,4840
2020-10-19,South East,42,743
2020-10-19,South West,11,150
2020-10-20,East of England,22,556
2020-10-20,London,84,1647
2020-10-20,Midlands,35,2205
2020-10-20,North East and Yorkshire,92,3879
2020-10-20,North West,43,4222
2020-10-20,South East,65,842
2020-10-20,South West,7,128
2020-10-21,East of England,19,507
2020-10-21,London,102,1742
2020-10-21,Midlands,39,2266
2020-10-21,North East and Yorkshire,69,3865
2020-10-21,North West,56,4200
2020-10-21,South East,85,847
2020-10-21,South West,15,195
2020-10-22,East of England,15,501
2020-10-22,London,88,1677
2020-10-22,Midlands,27,2191
2020-10-22,North East and Yorkshire,66,3497
2020-10-22,North West,47,3670
2020-10-22,South East,62,806
2020-10-22,South West,18,402
2020-10-23,East of England,19,450
2020-10-23,London,73,1402
2020-10-23,Midlands,27,1705
2020-10-23,North East and Yorkshire,59,2580
2020-10-23,North West,51,3285
2020-10-23,South East,61,738
2020-10-23,South West,6,187
2020-10-24,East of England,8,194
2020-10-24,London,34,580
2020-10-24,Midlands,27,1487
2020-10-24,North East and Yorkshire,47,2491
2020-10-24,North West,40,2659
2020-10-24,South East,22,332
2020-10-24,South West,11,262
2020-10-25,East of England,4,43
2020-10-25,London,10,108
2020-10-25,Midlands,23,1495
2020-10-25,North East and Yorkshire,43,2442
2020-10-25,North West,20,2618
2020-10-25,South East,3,49
2020-10-25,South West,3,50
2020-10-26,East of England,40,605
2020-10-26,London,126,1853
2020-10-26,Midlands,37,2483
2020-10-26,North East and Yorkshire,93,4083
2020-10-26,North West,60,4320
2020-10-26,South East,113,948
2020-10-26,South West,21,286
2020-10-27,East of England,18,480
2020-10-27,London,111,1450
2020-10-27,Midlands,49,2901
2020-10-27,North East and Yorkshire,73,3859
2020-10-27,North West,37,3835
2020-10-27,South East,116,835
2020-10-27,South West,38,446
2020-10-28,East of England,19,529
2020-10-28,London,91,1414
2020-10-28,Midlands,44,2492
2020-10-28,North East and Yorkshire,84,3573
2020-10-28,North West,40,3052
2020-10-28,South East,122,783
2020-10-28,South West,16,201
2020-10-29,East of England,15,373
2020-10-29,London,53,841
2020-10-29,Midlands,53,1948
2020-10-29,North East and Yorkshire,62,3433
2020-10-29,North West,37,3454
2020-10-29,South East,53,410
2020-10-29,South West,14,151
2020-10-30,East of England,21,487
2020-10-30,London,65,1213
2020-10-30,Midlands,39,2376
2020-10-30,North East and Yorkshire,79,3614
2020-10-30,North West,35,3300
2020-10-30,South East,95,764
2020-10-30,South West,9,190
2020-10-31,East of England,20,374
2020-10-31,London,82,1047
2020-10-31,Midlands,25,1897
2020-10-31,North East and Yorkshire,78,2826
2020-10-31,North West,43,2523
2020-10-31,South East,77,619
2020-10-31,South West,3,86
2020-11-01,East of England,11,276
2020-11-01,London,55,629
2020-11-01,Midlands,14,591
2020-11-01,North East and Yorkshire,72,3101
2020-11-01,North West,32,2370
2020-11-01,South East,84,424
2020-11-01,South West,13,249
2020-11-02,East of England,44,730
2020-11-02,London,144,1906
2020-11-02,Midlands,81,3588
2020-11-02,North East and Yorkshire,90,4790
2020-11-02,North West,50,4418
2020-11-02,South East,197,1259
2020-11-02,South West,26,451
2020-11-03,East of England,28,527
2020-11-03,London,110,1293
2020-11-03,Midlands,61,2781
2020-11-03,North East and Yorkshire,87,4135
2020-11-03,North West,32,3183
2020-11-03,South East,121,826
2020-11-03,South West,5,214
2020-11-04,East of England,31,472
2020-11-04,London,115,1222
2020-11-04,Midlands,49,2123
2020-11-04,North East and Yorkshire,66,3791
2020-11-04,North West,35,2877
2020-11-04,South East,147,806
2020-11-04,South West,12,191
2020-11-05,East of England,40,430
2020-11-05,London,110,1035
2020-11-05,Midlands,59,2430
2020-11-05,North East and Yorkshire,96,3887
2020-11-05,North West,34,2917
2020-11-05,South East,126,628
2020-11-05,South West,13,233
2020-11-06,East of England,36,465
2020-11-06,London,133,1262
2020-11-06,Midlands,51,2547
2020-11-06,North East and Yorkshire,83,3859
2020-11-06,North West,21,2199
2020-11-06,South East,146,790
2020-11-06,South West,14,182
2020-11-07,East of England,25,300
2020-11-07,London,73,602
2020-11-07,Midlands,38,1947
2020-11-07,North East and Yorkshire,68,3415
2020-11-07,North West,24,2099
2020-11-07,South East,119,562
2020-11-07,South West,8,87
2020-11-08,East of England,65,453
2020-11-08,London,125,1020
2020-11-08,Midlands,62,2172
2020-11-08,North East and Yorkshire,93,3366
2020-11-08,North West,29,2297
2020-11-08,South East,239,1138
2020-11-08,South West,56,760
2020-11-09,East of England,61,517
2020-11-09,London,207,1556
2020-11-09,Midlands,68,2817
2020-11-09,North East and Yorkshire,126,5038
2020-11-09,North West,36,3283
2020-11-09,South East,270,940
2020-11-09,South West,15,250
2020-11-10,East of England,55,323
2020-11-10,London,165,1054
2020-11-10,Midlands,82,2541
2020-11-10,North East and Yorkshire,95,4112
2020-11-10,North West,23,2646
2020-11-10,South East,244,1053
2020-11-10,South West,61,827
2020-11-11,East of England,90,577
2020-11-11,London,223,1535
2020-11-11,Midlands,93,2841
2020-11-11,North East and Yorkshire,100,4229
2020-11-11,North West,32,2636
2020-11-11,South East,350,944
2020-11-11,South West,18,380
2020-11-12,East of England,71,454
2020-11-12,London,220,1262
2020-11-12,Midlands,48,2491
2020-11-12,North East and Yorkshire,73,3729
2020-11-12,North West,28,2321
2020-11-12,South East,337,923
2020-11-12,South West,31,579
2020-11-13,East of England,80,442
2020-11-13,London,218,1091
2020-11-13,Midlands,46,2240
2020-11-13,North East and Yorkshire,97,3550
2020-11-13,North West,28,2176
2020-11-13,South East,294,1022
2020-11-13,South West,48,686
2020-11-14,East of England,43,403
2020-11-14,London,186,950
2020-11-14,Midlands,54,2120
2020-11-14,North East and Yorkshire,73,2854
2020-11-14,North West,31,1742
2020-11-14,South East,248,806
2020-11-14,South West,33,576
2020-11-15,East of England,42,258
2020-11-15,London,120,681
2020-11-15,Midlands,35,1709
2020-11-15,North East and Yorkshire,48,2380
2020-11-15,North West,21,1534
2020-11-15,South East,183,634
2020-11-15,South West,23,404
2020-11-16,East of England,85,486
2020-11-16,London,253,1187
2020-11-16,Midlands,71,2999
2020-11-16,North East and Yorkshire,80,3530
2020-11-16,North West,28,2247
2020-11-16,South East,368,1027
2020-11-16,South West,40,638
2020-11-17,East of England,114,543
2020-11-17,London,251,1021
2020-11-17,Midlands,82,3122
2020-11-17,North East and Yorkshire,121,3189
2020-11-17,North West,23,1954
2020-11-17,South East,319,806
2020-11-17,South West,33,465
2020-11-18,East of England,109,452
2020-11-18,London,247,948
2020-11-18,Midlands,94,2941
2020-11-18,North East and Yorkshire,91,2789
2020-11-18,North West,24,1776
2020-11-18,South East,329,725
2020-11-18,South West,22,321
2020-11-19,East of England,104,359
2020-11-19,London,233,896
2020-11-19,Midlands,52,2526
2020-11-19,North East and Yorkshire,71,2244
2020-11-19,North West,23,1423
2020-11-19,South East,288,592
2020-11-19,South West,17,325
2020-11-20,East of England,72,304
2020-11-20,London,221,798
2020-11-20,Midlands,70,2332
2020-11-20,North East and Yorkshire,67,1945
2020-11-20,North West,17,1354
2020-11-20,South East,305,558
2020-11-20,South West,29,262
2020-11-21,East of England,68,263
2020-11-21,London,182,575
2020-11-21,Midlands,59,1716
2020-11-21,North East and Yorkshire,40,1454
2020-11-21,North West,17,984
2020-11-21,South East,295,483
2020-11-21,South West,19,197
2020-11-22,East of England,98,295
2020-11-22,London,201,564
2020-11-22,Midlands,62,1605
2020-11-22,North East and Yorkshire,42,1307
2020-11-22,North West,16,987
2020-11-22,South East,251,455
2020-11-22,South West,13,142
2020-11-23,East of England,144,315
2020-11-23,London,335,851
2020-11-23,Midlands,87,2383
2020-11-23,North East and Yorkshire,68,1913
2020-11-23,North West,29,1444
2020-11-23,South East,471,536
2020-11-23,South West,31,280
2020-11-24,East of England,111,278
2020-11-24,London,320,767
2020-11-24,Midlands,70,2016
2020-11-24,North East and Yorkshire,56,1544
2020-11-24,North West,24,1196
2020-11-24,South East,319,401
2020-11-24,South West,16,183
2020-11-25,East of England,130,324
2020-11-25,London,402,722
2020-11-25,Midlands,88,2025
2020-11-25,North East and Yorkshire,60,1584
2020-11-25,North West,37,1187
2020-11-25,South East,420,414
2020-11-25,South West,23,185
2020-11-26,East of England,156,324
2020-11-26,London,385,608
2020-11-26,Midlands,88,1746
2020-11-26,North East and Yorkshire,47,1370
2020-11-26,North West,17,991
2020-11-26,South East,384,391
2020-11-26,South West,28,202
2020-11-27,East of England,146,317
2020-11-27,London,461,656
2020-11-27,Midlands,54,1570
2020-11-27,North East and Yorkshire,72,1223
2020-11-27,North West,26,917
2020-11-27,South East,515,443
2020-11-27,South West,15,198
2020-11-28,East of England,81,178
2020-11-28,London,342,530
2020-11-28,Midlands,77,1249
2020-11-28,North East and Yorkshire,47,973
2020-11-28,North West,17,777
2020-11-28,South East,385,323
2020-11-28,South West,23,117
2020-11-29,East of England,116,173
2020-11-29,London,351,528
2020-11-29,Midlands,62,1189
2020-11-29,North East and Yorkshire,34,973
2020-11-29,North West,22,658
2020-11-29,South East,432,262
2020-11-29,South West,18,129
2020-11-30,East of England,269,389
2020-11-30,London,621,806
2020-11-30,Midlands,121,1832
2020-11-30,North East and Yorkshire,74,1525
2020-11-30,North West,24,1182
2020-11-30,South East,650,404
2020-11-30,South West,28,181
2020-12-01,East of England,249,375
2020-12-01,London,648,680
2020-12-01,Midlands,136,1609
2020-12-01,North East and Yorkshire,70,1275
2020-12-01,North West,28,1000
2020-12-01,South East,567,451
2020-12-01,South West,25,155
2020-12-02,East of England,280,335
2020-12-02,London,702,732
2020-12-02,Midlands,152,1521
2020-12-02,North East and Yorkshire,86,1208
2020-12-02,North West,37,888
2020-12-02,South East,658,442
2020-12-02,South West,18,129
2020-12-03,East of England,266,324
2020-12-03,London,625,604
2020-12-03,Midlands,129,1476
2020-12-03,North East and Yorkshire,72,1036
2020-12-03,North West,31,829
2020-12-03,South East,658,385
2020-12-03,South West,25,150
2020-12-04,East of England,253,252
2020-12-04,London,536,448
2020-12-04,Midlands,135,1425
2020-12-04,North East and Yorkshire,81,815
2020-12-04,North West,40,809
2020-12-04,South East,625,405
2020-12-04,South West,31,172
2020-12-05,East of England,353,281
2020-12-05,London,790,617
2020-12-05,Midlands,136,1248
2020-12-05,North East and Yorkshire,51,701
2020-12-05,North West,43,650
2020-12-05,South East,791,357
2020-12-05,South West,29,114
2020-12-06,East of England,446,322
2020-12-06,London,906,710
2020-12-06,Midlands,160,1314
2020-12-06,North East and Yorkshire,80,711
2020-12-06,North West,36,735
2020-12-06,South East,861,382
2020-12-06,South West,32,116
2020-12-07,East of England,666,351
2020-12-07,London,1313,871
2020-12-07,Midlands,251,1814
2020-12-07,North East and Yorkshire,125,1175
2020-12-07,North West,77,1037
2020-12-07,South East,1340,563
2020-12-07,South West,69,201
2020-12-08,East of England,655,318
2020-12-08,London,1119,632
2020-12-08,Midlands,235,1561
2020-12-08,North East and Yorkshire,108,1018
2020-12-08,North West,74,872
2020-12-08,South East,1202,466
2020-12-08,South West,65,156
2020-12-09,East of England,701,327
2020-12-09,London,1451,727
2020-12-09,Midlands,305,1685
2020-12-09,North East and Yorkshire,117,1052
2020-12-09,North West,75,934
2020-12-09,South East,1144,439
2020-12-09,South West,76,189
2020-12-10,East of England,437,204
2020-12-10,London,997,533
2020-12-10,Midlands,327,1581
2020-12-10,North East and Yorkshire,136,940
2020-12-10,North West,117,939
2020-12-10,South East,939,399
2020-12-10,South West,76,180
2020-12-11,East of England,809,361
2020-12-11,London,2101,869
2020-12-11,Midlands,354,1620
2020-12-11,North East and Yorkshire,162,952
2020-12-11,North West,125,850
2020-12-11,South East,1477,509
2020-12-11,South West,69,170
2020-12-12,East of England,940,387
2020-12-12,London,2385,955
2020-12-12,Midlands,348,1273
2020-12-12,North East and Yorkshire,145,804
2020-12-12,North West,109,744
2020-12-12,South East,1639,453
2020-12-12,South West,54,140
2020-12-13,East of England,1223,391
2020-12-13,London,3114,1029
2020-12-13,Midlands,410,1215
2020-12-13,North East and Yorkshire,177,835
2020-12-13,North West,120,779
2020-12-13,South East,1997,562
2020-12-13,South West,70,162
2020-12-14,East of England,1501,543
2020-12-14,London,4039,1220
2020-12-14,Midlands,698,2028
2020-12-14,North East and Yorkshire,293,1243
2020-12-14,North West,243,1230
2020-12-14,South East,2540,667
2020-12-14,South West,126,212
2020-12-15,East of England,1436,357
2020-12-15,London,4292,1171
2020-12-15,Midlands,672,1771
2020-12-15,North East and Yorkshire,309,1135
2020-12-15,North West,273,1019
2020-12-15,South East,2226,583
2020-12-15,South West,142,196
2020-12-16,East of England,1013,246
2020-12-16,London,4316,1128
2020-12-16,Midlands,473,974
2020-12-16,North East and Yorkshire,309,1017
2020-12-16,North West,287,1058
2020-12-16,South East,2115,558
2020-12-16,South West,167,215
2020-12-17,East of England,1111,214
2020-12-17,London,4089,941
2020-12-17,Midlands,276,519
2020-12-17,North East and Yorkshire,302,808
2020-12-17,North West,276,881
2020-12-17,South East,1790,378
2020-12-17,South West,123,179
2020-12-18,East of England,937,189
2020-12-18,London,2326,529
2020-12-18,Midlands,251,493
2020-12-18,North East and Yorkshire,195,383
2020-12-18,North West,312,978
2020-12-18,South East,1558,489
2020-12-18,South West,139,193
2020-12-19,East of England,1075,222
