"country","date","pos_tests","comment","source","region","omicron","prop_omicron","date_num","prop","non_omicron","obs"
"South Africa",2021-11-16,17.4,"Traced by Alex Selby from original graph of Lesley Scott & NHLS team shown on press conference https://www.youtube.com/watch?v=Vh4XMueP1zQ, https://twitter.com/chrischirp/status/1463885565221384202/photo/1, source: https://github.com/alex1770/Covid-19/blob/master/VOCgrowth/EarlyOmicronEstimate/SA_sgtf","Lesley Scott & NHLS team","South Africa",3.63392808581234,0.208846441713353,18947,0.208846441713353,13.7660719141877,"12"
"South Africa",2021-11-17,45.3,"Traced by Alex Selby from original graph of Lesley Scott & NHLS team shown on press conference https://www.youtube.com/watch?v=Vh4XMueP1zQ, https://twitter.com/chrischirp/status/1463885565221384202/photo/1, source: https://github.com/alex1770/Covid-19/blob/master/VOCgrowth/EarlyOmicronEstimate/SA_sgtf","Lesley Scott & NHLS team","South Africa",11.428908029841,0.25229377549318,18948,0.25229377549318,33.871091970159,"13"
"South Africa",2021-11-18,59.2,"Traced by Alex Selby from original graph of Lesley Scott & NHLS team shown on press conference https://www.youtube.com/watch?v=Vh4XMueP1zQ, https://twitter.com/chrischirp/status/1463885565221384202/photo/1, source: https://github.com/alex1770/Covid-19/blob/master/VOCgrowth/EarlyOmicronEstimate/SA_sgtf","Lesley Scott & NHLS team","South Africa",20.5467483289187,0.347073451502006,18949,0.347073451502006,38.6532516710813,"14"
"South Africa",2021-11-19,80.1,"Traced by Alex Selby from original graph of Lesley Scott & NHLS team shown on press conference https://www.youtube.com/watch?v=Vh4XMueP1zQ, https://twitter.com/chrischirp/status/1463885565221384202/photo/1, source: https://github.com/alex1770/Covid-19/blob/master/VOCgrowth/EarlyOmicronEstimate/SA_sgtf","Lesley Scott & NHLS team","South Africa",35.3413452198246,0.441215296127648,18950,0.441215296127648,44.7586547801754,"15"
"England (London)",2021-11-01,1057,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.00145093578724621,1.37269232473624e-06,18932,1.37269232473624e-06,1056.99854906421,"16"
"England (London)",2021-11-02,1063,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.00402404511131276,3.78555513764135e-06,18933,3.78555513764135e-06,1062.99597595489,"17"
"England (London)",2021-11-03,1277,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.00557895855173975,4.36880074529346e-06,18934,4.36880074529346e-06,1276.99442104145,"18"
"England (London)",2021-11-04,961,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.00386618580593036,4.02308616642077e-06,18935,4.02308616642077e-06,960.996133814194,"19"
"England (London)",2021-11-05,951,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.00535625625684768,5.63223581161691e-06,18936,5.63223581161691e-06,950.994643743743,"20"
"England (London)",2021-11-06,637,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.0148326811196634,2.32852136886395e-05,18937,2.32852136886395e-05,636.98516731888,"21"
"England (London)",2021-11-07,593,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0,0,18938,0,593,"22"
"England (London)",2021-11-08,1314,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.070900231896657,5.3957558521048e-05,18939,5.3957558521048e-05,1313.9290997681,"23"
"England (London)",2021-11-09,1465,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.0391342186114783,2.67127772092002e-05,18940,2.67127772092002e-05,1464.96086578139,"24"
"England (London)",2021-11-10,1167,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0,0,18941,0,1167,"25"
"England (London)",2021-11-11,1152,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.0369992506053243,3.2117405039344e-05,18942,3.2117405039344e-05,1151.96300074939,"26"
"England (London)",2021-11-12,1024,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.10122074575034,9.8848384521816e-05,18943,9.8848384521816e-05,1023.89877925425,"27"
"England (London)",2021-11-13,1121,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.137741193943262,0.000122873500395416,18944,0.000122873500395416,1120.86225880606,"28"
"England (London)",2021-11-14,680,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.0930732288049135,0.000136872395301343,18945,0.000136872395301343,679.906926771195,"29"
"England (London)",2021-11-15,1663,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.373927964444805,0.000224851451860977,18946,0.000224851451860977,1662.62607203556,"30"
"England (London)",2021-11-16,1657,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.824861365784386,0.000497804083152919,18947,0.000497804083152919,1656.17513863422,"31"
"England (London)",2021-11-17,1671,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.645431484426694,0.0003862546286216,18948,0.0003862546286216,1670.35456851557,"32"
"England (London)",2021-11-18,1928,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1.10215507919261,0.000571657198751355,18949,0.000571657198751355,1926.89784492081,"33"
"England (London)",2021-11-19,1395,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1.38170409446549,0.000990468884921499,18950,0.000990468884921499,1393.61829590553,"34"
"England (London)",2021-11-20,1358,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0.422696841940701,0.000311264242960752,18951,0.000311264242960752,1357.57730315806,"35"
"England (London)",2021-11-21,1365,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",0,0,18952,0,1365,"36"
"England (London)",2021-11-22,1762,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",2.92492957645391,0.00166000543499087,18953,0.00166000543499087,1759.07507042355,"37"
"England (London)",2021-11-23,1694,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1.3233507113706,0.00078119876704286,18954,0.00078119876704286,1692.67664928863,"38"
"England (London)",2021-11-24,1584,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",3.65358455429706,0.00230655590549057,18955,0.00230655590549057,1580.3464154457,"39"
"England (London)",2021-11-25,1808,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",2.37041364267364,0.00131106949262923,18956,0.00131106949262923,1805.62958635733,"40"
"England (London)",2021-11-26,1608,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",8.39329884707761,0.00521971321335672,18957,0.00521971321335672,1599.60670115292,"41"
"England (London)",2021-11-27,1453,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",10.5451258309221,0.00725748508666352,18958,0.00725748508666352,1442.45487416908,"42"
"England (London)",2021-11-28,1107,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",8.18601321147088,0.00739477254875418,18959,0.00739477254875418,1098.81398678853,"43"
"England (London)",2021-11-29,2285,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",16.7962701916558,0.0073506652917531,18960,0.0073506652917531,2268.20372980834,"44"
"England (London)",2021-11-30,1783,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",22.821236750046,0.0127993475883601,18961,0.0127993475883601,1760.17876324995,"45"
"England (London)",2021-12-01,1735,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",26.0309446407044,0.0150034263058815,18962,0.0150034263058815,1708.9690553593,"46"
"England (London)",2021-12-02,1654,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",35.0593379610304,0.0211966976789785,18963,0.0211966976789785,1618.94066203897,"47"
"England (London)",2021-12-03,1607,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",48.0704361669949,0.0299131525619135,18964,0.0299131525619135,1558.929563833,"48"
"England (London)",2021-12-04,2002,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",111.446755469804,0.0556677100248771,18965,0.0556677100248771,1890.5532445302,"49"
"England (London)",2021-12-05,1563,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",159.398861623188,0.101982636995002,18966,0.101982636995002,1403.60113837681,"50"
"England (London)",2021-12-06,2664,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",354.434037403282,0.133045809836067,18967,0.133045809836067,2309.56596259672,"51"
"England (London)",2021-12-07,2717,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",654.584518968948,0.240921795719157,18968,0.240921795719157,2062.41548103105,"52"
"England (London)",2021-12-08,3082,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1069.97624497876,0.347169450025556,18969,0.347169450025556,2012.02375502124,"53"
"England (London)",2021-12-09,3827,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1531.84812420428,0.400273876196571,18970,0.400273876196571,2295.15187579572,"54"
"England (London)",2021-12-10,4623,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",2052.98960967947,0.444081680657466,18971,0.444081680657466,2570.01039032053,"55"
"England (London)",2021-12-11,1947,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1003.58705196552,0.515453031312541,18972,0.515453031312541,943.412948034482,"56"
"England (London)",2021-12-12,3584,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",2129.83882901334,0.594263066130954,18973,0.594263066130954,1454.16117098666,"57"
"England (London)",2021-12-13,6061,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",4375.79984447788,0.721960046935799,18974,0.721960046935799,1685.20015552212,"58"
"England (London)",2021-12-14,8533,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",6810.41029994585,0.798126133827007,18975,0.798126133827007,1722.58970005415,"59"
"England (London)",2021-12-15,8977,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",7529.13976648193,0.83871446657925,18976,0.83871446657925,1447.86023351807,"60"
"England (London)",2021-12-16,10393,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",8936.55320589235,0.85986271585609,18977,0.85986271585609,1456.44679410765,"61"
"England (London)",2021-12-17,8240,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",7172.58461591145,0.870459298047506,18978,0.870459298047506,1067.41538408855,"62"
"England (London)",2021-12-18,8313,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",7356.9536718779,0.884993825559713,18979,0.884993825559713,956.046328122105,"63"
"England (London)",2021-12-19,6305,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",5634.42244874676,0.893643528746513,18980,0.893643528746513,670.577551253236,"64"
"England (London)",2021-12-20,10462,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",9449.30190890506,0.903202247075613,18981,0.903202247075613,1012.69809109494,"65"
"England (London)",2021-12-21,12667,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",11657.3792959939,0.92029519981005,18982,0.92029519981005,1009.6207040061,"66"
"England (London)",2021-12-22,10883,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",10158.6101575179,0.933438404623533,18983,0.933438404623533,724.389842482087,"67"
"England (London)",2021-12-23,4425,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",4194.88397647106,0.947996378863517,18984,0.947996378863517,230.116023528938,"68"
"England (London)",2021-12-24,1971,NA,"UKHSA, https://www.gov.uk/government/publications/covid-19-omicron-daily-overview","London",1873.96264417823,0.950767450115793,18985,0.950767450115793,97.037355821773,"69"
"Scotland",2021-11-23,1942.389513,"For pos_tests I took the nr of positive tests multiplied by the proportion performed by the UK Government Testing Program (ie Lighthouse labs TaqPath PCR tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",1.48054217665096,0.000762227229266841,18954,0.000762227229266841,1940.90897082335,"70"
"Scotland",2021-11-24,1859.614459,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",3.0775808746733,0.00165495641302351,18955,0.00165495641302351,1856.53687812533,"71"
"Scotland",2021-11-25,1634.915766,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",8.60975271658949,0.00526617511167208,18956,0.00526617511167208,1626.30601328341,"72"
"Scotland",2021-11-26,1838.152949,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",3.36308896241351,0.00182960235395162,18957,0.00182960235395162,1834.78986003759,"73"
"Scotland",2021-11-27,1391.252617,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",2.61945283203734,0.00188280172847814,18958,0.00188280172847814,1388.63316416796,"74"
"Scotland",2021-11-28,1484.456537,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",8.55099094589535,0.00576035116742212,18959,0.00576035116742212,1475.9055460541,"75"
"Scotland",2021-11-29,1764.724619,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",6.86792988140918,0.00389178561202425,18960,0.00389178561202425,1757.85668911859,"76"
"Scotland",2021-11-30,1900.476748,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",14.9264171982834,0.00785403831643372,18961,0.00785403831643372,1885.55033080172,"77"
"Scotland",2021-12-01,1645.679327,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",16.2548917152943,0.00987731415750738,18962,0.00987731415750738,1629.42443528471,"78"
"Scotland",2021-12-02,1658.993274,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",21.3893453319682,0.0128929668776754,18963,0.0128929668776754,1637.60392866803,"79"
"Scotland",2021-12-03,1403.12835,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",22.3261769475761,0.0159117139551604,18964,0.0159117139551604,1380.80217305242,"80"
"Scotland",2021-12-04,692.0923613,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",5.51628239169587,0.00797044253072567,18965,0.00797044253072567,686.576078908304,"81"
"Scotland",2021-12-05,1877.62522,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",37.4596594225155,0.0199505519118003,18966,0.0199505519118003,1840.16556057748,"82"
"Scotland",2021-12-06,3428.827022,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",109.541004659246,0.0319470780988397,18967,0.0319470780988397,3319.28601734075,"83"
"Scotland",2021-12-07,2603.435127,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",109.223346666597,0.041953550343487,18968,0.041953550343487,2494.2117803334,"84"
"Scotland",2021-12-08,1867.037846,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",126.864695344959,0.0679497181145835,18969,0.0679497181145835,1740.17315065504,"85"
"Scotland",2021-12-09,1991.168424,"For pos_tests I took half the total nr of positive tests (as ca half are Lighthouse labs TaqPath tests) from https://www.gov.scot/publications/coronavirus-covid-19-trends-in-daily-data/, prop SGTF from https://www.gov.scot/binaries/content/documents/govscot/publications/research-and-analysis/2021/12/omicron-scotland-evidence-paper/documents/omicron-scotland-evidence-paper/omicron-scotland-evidence-paper/govscot%3Adocument/omicron-scotland-evidence-paper.pdf","Public Health Scotland, https://www.gov.scot/publications/coronavirus-covid-19-additional-data-and-information/","Scotland",264.694488717578,0.132934253841692,18970,0.132934253841692,1726.47393528242,"86"
