"collection_date","REGION","total","Week","LINEAGE2","count","collection_date_num","prop"
2021-01-11,"North East",1275,2,"B.1.1.7 (S dropout)",1017,18638,0.797647058823529
2021-01-12,"East of England",1689,2,"B.1.1.7 (S dropout)",1579,18639,0.934872705743043
2021-01-12,"North East",984,2,"B.1.1.7 (S dropout)",774,18639,0.786585365853659
2021-01-12,"West Midlands",3677,2,"B.1.1.7 (S dropout)",3135,18639,0.852597225999456
2021-01-12,"South East",2111,2,"B.1.1.7 (S dropout)",1980,18639,0.937944102321175
2021-01-12,"East Midlands",896,2,"B.1.1.7 (S dropout)",711,18639,0.793526785714286
2021-01-12,"London",2350,2,"B.1.1.7 (S dropout)",2239,18639,0.952765957446808
2021-01-12,"North West",4623,2,"B.1.1.7 (S dropout)",3559,18639,0.769846420073545
2021-01-12,"South West",646,2,"B.1.1.7 (S dropout)",552,18639,0.854489164086687
2021-01-12,"Yorkshire and The Humber",1427,2,"B.1.1.7 (S dropout)",1013,18639,0.709880868955851
2021-01-13,"South West",589,2,"B.1.1.7 (S dropout)",511,18640,0.867572156196944
2021-01-13,"East of England",1372,2,"B.1.1.7 (S dropout)",1297,18640,0.94533527696793
2021-01-13,"London",1924,2,"B.1.1.7 (S dropout)",1834,18640,0.953222453222453
2021-01-13,"Yorkshire and The Humber",1325,2,"B.1.1.7 (S dropout)",936,18640,0.706415094339623
2021-01-13,"North East",766,2,"B.1.1.7 (S dropout)",614,18640,0.801566579634465
2021-01-13,"North West",3903,2,"B.1.1.7 (S dropout)",3080,18640,0.789136561619267
2021-01-13,"West Midlands",2502,2,"B.1.1.7 (S dropout)",2140,18640,0.855315747402078
2021-01-13,"East Midlands",735,2,"B.1.1.7 (S dropout)",601,18640,0.817687074829932
2021-01-13,"South East",2188,2,"B.1.1.7 (S dropout)",2056,18640,0.939670932358318
2021-01-14,"West Midlands",2400,2,"B.1.1.7 (S dropout)",2118,18641,0.8825
2021-01-14,"London",1614,2,"B.1.1.7 (S dropout)",1539,18641,0.953531598513011
2021-01-14,"South East",2337,2,"B.1.1.7 (S dropout)",2222,18641,0.95079161317929
2021-01-14,"South West",613,2,"B.1.1.7 (S dropout)",537,18641,0.876019575856444
2021-01-14,"East Midlands",823,2,"B.1.1.7 (S dropout)",659,18641,0.800729040097205
2021-01-14,"North West",3741,2,"B.1.1.7 (S dropout)",2960,18641,0.791232290831329
2021-01-14,"East of England",1323,2,"B.1.1.7 (S dropout)",1257,18641,0.950113378684807
2021-01-14,"Yorkshire and The Humber",688,2,"B.1.1.7 (S dropout)",482,18641,0.700581395348837
2021-01-14,"North East",883,2,"B.1.1.7 (S dropout)",725,18641,0.821064552661382
2021-01-15,"East Midlands",866,3,"B.1.1.7 (S dropout)",743,18642,0.85796766743649
2021-01-15,"South East",2409,3,"B.1.1.7 (S dropout)",2301,18642,0.955168119551681
2021-01-15,"London",2543,3,"B.1.1.7 (S dropout)",2427,18642,0.954384585135666
2021-01-15,"North West",3359,3,"B.1.1.7 (S dropout)",2719,18642,0.809467103304555
2021-01-15,"South West",608,3,"B.1.1.7 (S dropout)",533,18642,0.876644736842105
2021-01-15,"North East",885,3,"B.1.1.7 (S dropout)",733,18642,0.828248587570621
2021-01-15,"West Midlands",2413,3,"B.1.1.7 (S dropout)",2094,18642,0.867799419809366
2021-01-15,"East of England",1437,3,"B.1.1.7 (S dropout)",1362,18642,0.947807933194154
2021-01-15,"Yorkshire and The Humber",1231,3,"B.1.1.7 (S dropout)",889,18642,0.722177091795288
2021-01-16,"Yorkshire and The Humber",992,3,"B.1.1.7 (S dropout)",745,18643,0.751008064516129
2021-01-16,"West Midlands",1178,3,"B.1.1.7 (S dropout)",1050,18643,0.891341256366723
2021-01-16,"East Midlands",601,3,"B.1.1.7 (S dropout)",501,18643,0.833610648918469
2021-01-16,"North East",708,3,"B.1.1.7 (S dropout)",603,18643,0.851694915254237
2021-01-16,"South East",1846,3,"B.1.1.7 (S dropout)",1724,18643,0.933911159263272
2021-01-16,"South West",266,3,"B.1.1.7 (S dropout)",240,18643,0.902255639097744
2021-01-16,"London",2200,3,"B.1.1.7 (S dropout)",2109,18643,0.958636363636364
2021-01-16,"East of England",1136,3,"B.1.1.7 (S dropout)",1091,18643,0.960387323943662
2021-01-16,"North West",2982,3,"B.1.1.7 (S dropout)",2489,18643,0.834674714956405
2021-01-17,"West Midlands",1053,3,"B.1.1.7 (S dropout)",944,18644,0.896486229819563
2021-01-17,"East Midlands",535,3,"B.1.1.7 (S dropout)",445,18644,0.831775700934579
2021-01-17,"London",1668,3,"B.1.1.7 (S dropout)",1578,18644,0.946043165467626
2021-01-17,"North West",2871,3,"B.1.1.7 (S dropout)",2386,18644,0.831069313827934
2021-01-17,"South East",1615,3,"B.1.1.7 (S dropout)",1536,18644,0.951083591331269
2021-01-17,"East of England",996,3,"B.1.1.7 (S dropout)",953,18644,0.956827309236948
2021-01-17,"Yorkshire and The Humber",931,3,"B.1.1.7 (S dropout)",697,18644,0.748657357679914
2021-01-17,"North East",656,3,"B.1.1.7 (S dropout)",543,18644,0.827743902439024
2021-01-17,"South West",242,3,"B.1.1.7 (S dropout)",213,18644,0.880165289256198
2021-01-18,"London",2185,3,"B.1.1.7 (S dropout)",2126,18645,0.972997711670481
2021-01-18,"North West",3977,3,"B.1.1.7 (S dropout)",3409,18645,0.857178777973347
2021-01-18,"East of England",1403,3,"B.1.1.7 (S dropout)",1349,18645,0.961511047754811
2021-01-18,"West Midlands",1826,3,"B.1.1.7 (S dropout)",1623,18645,0.888828039430449
2021-01-18,"South East",2406,3,"B.1.1.7 (S dropout)",2272,18645,0.944305901911887
2021-01-18,"South West",624,3,"B.1.1.7 (S dropout)",550,18645,0.881410256410256
2021-01-18,"East Midlands",1101,3,"B.1.1.7 (S dropout)",949,18645,0.861943687556767
2021-01-18,"Yorkshire and The Humber",1506,3,"B.1.1.7 (S dropout)",1163,18645,0.772244355909695
2021-01-18,"North East",1112,3,"B.1.1.7 (S dropout)",924,18645,0.830935251798561
2021-01-19,"East of England",1016,3,"B.1.1.7 (S dropout)",977,18646,0.961614173228346
2021-01-19,"South East",1972,3,"B.1.1.7 (S dropout)",1856,18646,0.941176470588235
2021-01-19,"East Midlands",891,3,"B.1.1.7 (S dropout)",765,18646,0.858585858585859
2021-01-19,"West Midlands",1867,3,"B.1.1.7 (S dropout)",1681,18646,0.90037493304767
2021-01-19,"London",1705,3,"B.1.1.7 (S dropout)",1656,18646,0.971260997067449
2021-01-19,"North West",3660,3,"B.1.1.7 (S dropout)",3125,18646,0.853825136612022
2021-01-19,"South West",513,3,"B.1.1.7 (S dropout)",456,18646,0.888888888888889
2021-01-19,"Yorkshire and The Humber",1338,3,"B.1.1.7 (S dropout)",1010,18646,0.754857997010463
2021-01-19,"North East",875,3,"B.1.1.7 (S dropout)",745,18646,0.851428571428571
2021-01-20,"East Midlands",733,3,"B.1.1.7 (S dropout)",631,18647,0.860845839017735
2021-01-20,"East of England",1019,3,"B.1.1.7 (S dropout)",971,18647,0.952894995093229
2021-01-20,"North West",3163,3,"B.1.1.7 (S dropout)",2745,18647,0.867846980714511
2021-01-20,"West Midlands",1613,3,"B.1.1.7 (S dropout)",1436,18647,0.89026658400496
2021-01-20,"North East",916,3,"B.1.1.7 (S dropout)",793,18647,0.865720524017467
2021-01-20,"South West",436,3,"B.1.1.7 (S dropout)",402,18647,0.922018348623853
2021-01-20,"Yorkshire and The Humber",1210,3,"B.1.1.7 (S dropout)",942,18647,0.778512396694215
2021-01-20,"South East",1480,3,"B.1.1.7 (S dropout)",1416,18647,0.956756756756757
2021-01-20,"London",1365,3,"B.1.1.7 (S dropout)",1322,18647,0.968498168498168
2021-01-21,"West Midlands",1451,3,"B.1.1.7 (S dropout)",1309,18648,0.902136457615438
2021-01-21,"South West",438,3,"B.1.1.7 (S dropout)",396,18648,0.904109589041096
2021-01-21,"South East",1502,3,"B.1.1.7 (S dropout)",1438,18648,0.957390146471372
2021-01-21,"East Midlands",842,3,"B.1.1.7 (S dropout)",736,18648,0.874109263657957
2021-01-21,"East of England",993,3,"B.1.1.7 (S dropout)",959,18648,0.965760322255791
2021-01-21,"London",1344,3,"B.1.1.7 (S dropout)",1310,18648,0.974702380952381
2021-01-21,"North West",2726,3,"B.1.1.7 (S dropout)",2339,18648,0.858033749082905
2021-01-21,"Yorkshire and The Humber",1207,3,"B.1.1.7 (S dropout)",974,18648,0.806959403479702
2021-01-21,"North East",771,3,"B.1.1.7 (S dropout)",694,18648,0.900129701686122
2021-01-22,"East of England",911,4,"B.1.1.7 (S dropout)",882,18649,0.968166849615807
2021-01-22,"South West",348,4,"B.1.1.7 (S dropout)",327,18649,0.939655172413793
2021-01-22,"West Midlands",1394,4,"B.1.1.7 (S dropout)",1265,18649,0.907460545193687
2021-01-22,"South East",1492,4,"B.1.1.7 (S dropout)",1415,18649,0.948391420911528
2021-01-22,"East Midlands",684,4,"B.1.1.7 (S dropout)",604,18649,0.883040935672515
2021-01-22,"London",1436,4,"B.1.1.7 (S dropout)",1396,18649,0.972144846796657
2021-01-22,"North West",2704,4,"B.1.1.7 (S dropout)",2368,18649,0.875739644970414
2021-01-22,"Yorkshire and The Humber",1033,4,"B.1.1.7 (S dropout)",838,18649,0.811229428848016
2021-01-22,"North East",689,4,"B.1.1.7 (S dropout)",580,18649,0.841799709724238
2021-01-23,"South West",216,4,"B.1.1.7 (S dropout)",197,18650,0.912037037037037
2021-01-23,"North West",2091,4,"B.1.1.7 (S dropout)",1840,18650,0.879961740793879
2021-01-23,"Yorkshire and The Humber",1007,4,"B.1.1.7 (S dropout)",832,18650,0.826216484607746
2021-01-23,"West Midlands",950,4,"B.1.1.7 (S dropout)",870,18650,0.91578947368421
2021-01-23,"East Midlands",515,4,"B.1.1.7 (S dropout)",447,18650,0.867961165048544
2021-01-23,"East of England",741,4,"B.1.1.7 (S dropout)",714,18650,0.963562753036437
2021-01-23,"London",1284,4,"B.1.1.7 (S dropout)",1246,18650,0.970404984423676
2021-01-23,"South East",1226,4,"B.1.1.7 (S dropout)",1177,18650,0.960032626427406
2021-01-23,"North East",539,4,"B.1.1.7 (S dropout)",497,18650,0.922077922077922
2021-01-24,"North West",2041,4,"B.1.1.7 (S dropout)",1820,18651,0.89171974522293
2021-01-24,"West Midlands",572,4,"B.1.1.7 (S dropout)",532,18651,0.93006993006993
2021-01-24,"South West",149,4,"B.1.1.7 (S dropout)",128,18651,0.859060402684564
2021-01-24,"South East",900,4,"B.1.1.7 (S dropout)",869,18651,0.965555555555556
2021-01-24,"East of England",640,4,"B.1.1.7 (S dropout)",616,18651,0.9625
2021-01-24,"East Midlands",383,4,"B.1.1.7 (S dropout)",336,18651,0.877284595300261
2021-01-24,"London",1246,4,"B.1.1.7 (S dropout)",1215,18651,0.975120385232745
2021-01-24,"Yorkshire and The Humber",992,4,"B.1.1.7 (S dropout)",825,18651,0.831653225806452
2021-01-24,"North East",536,4,"B.1.1.7 (S dropout)",478,18651,0.891791044776119
2021-01-25,"South East",1470,4,"B.1.1.7 (S dropout)",1400,18652,0.952380952380952
2021-01-25,"East of England",871,4,"B.1.1.7 (S dropout)",842,18652,0.966704936854191
2021-01-25,"North West",2933,4,"B.1.1.7 (S dropout)",2629,18652,0.896351858165701
2021-01-25,"South West",430,4,"B.1.1.7 (S dropout)",388,18652,0.902325581395349
2021-01-25,"London",1031,4,"B.1.1.7 (S dropout)",1004,18652,0.973811833171678
2021-01-25,"East Midlands",746,4,"B.1.1.7 (S dropout)",671,18652,0.899463806970509
2021-01-25,"North East",866,4,"B.1.1.7 (S dropout)",787,18652,0.908775981524249
2021-01-25,"West Midlands",1208,4,"B.1.1.7 (S dropout)",1136,18652,0.940397350993378
2021-01-25,"Yorkshire and The Humber",1460,4,"B.1.1.7 (S dropout)",1241,18652,0.85
2021-01-26,"South East",1225,4,"B.1.1.7 (S dropout)",1169,18653,0.954285714285714
2021-01-26,"West Midlands",1328,4,"B.1.1.7 (S dropout)",1244,18653,0.936746987951807
2021-01-26,"East of England",802,4,"B.1.1.7 (S dropout)",779,18653,0.971321695760598
2021-01-26,"London",927,4,"B.1.1.7 (S dropout)",909,18653,0.980582524271845
2021-01-26,"South West",328,4,"B.1.1.7 (S dropout)",306,18653,0.932926829268293
2021-01-26,"East Midlands",796,4,"B.1.1.7 (S dropout)",721,18653,0.905778894472362
2021-01-26,"North West",2470,4,"B.1.1.7 (S dropout)",2214,18653,0.896356275303644
2021-01-26,"North East",777,4,"B.1.1.7 (S dropout)",718,18653,0.924066924066924
2021-01-26,"Yorkshire and The Humber",1246,4,"B.1.1.7 (S dropout)",1052,18653,0.84430176565008
2021-01-27,"East Midlands",628,4,"B.1.1.7 (S dropout)",587,18654,0.934713375796178
2021-01-27,"South East",1118,4,"B.1.1.7 (S dropout)",1074,18654,0.960644007155635
2021-01-27,"West Midlands",1155,4,"B.1.1.7 (S dropout)",1067,18654,0.923809523809524
2021-01-27,"North West",2349,4,"B.1.1.7 (S dropout)",2107,18654,0.896977437207322
2021-01-27,"South West",315,4,"B.1.1.7 (S dropout)",298,18654,0.946031746031746
2021-01-27,"East of England",745,4,"B.1.1.7 (S dropout)",711,18654,0.954362416107383
2021-01-27,"North East",715,4,"B.1.1.7 (S dropout)",658,18654,0.92027972027972
2021-01-27,"London",1025,4,"B.1.1.7 (S dropout)",1000,18654,0.975609756097561
2021-01-27,"Yorkshire and The Humber",1286,4,"B.1.1.7 (S dropout)",1096,18654,0.852255054432348
2021-01-28,"East Midlands",669,4,"B.1.1.7 (S dropout)",606,18655,0.905829596412556
2021-01-28,"East of England",693,4,"B.1.1.7 (S dropout)",673,18655,0.971139971139971
2021-01-28,"South West",260,4,"B.1.1.7 (S dropout)",245,18655,0.942307692307692
2021-01-28,"London",1080,4,"B.1.1.7 (S dropout)",1048,18655,0.97037037037037
2021-01-28,"North West",2174,4,"B.1.1.7 (S dropout)",1974,18655,0.908003679852806
2021-01-28,"West Midlands",1049,4,"B.1.1.7 (S dropout)",985,18655,0.938989513822688
2021-01-28,"North East",677,4,"B.1.1.7 (S dropout)",626,18655,0.92466765140325
2021-01-28,"Yorkshire and The Humber",1139,4,"B.1.1.7 (S dropout)",989,18655,0.868305531167691
2021-01-28,"South East",1083,4,"B.1.1.7 (S dropout)",1037,18655,0.957525392428439
2021-01-29,"London",956,5,"B.1.1.7 (S dropout)",930,18656,0.972803347280335
2021-01-29,"North West",2058,5,"B.1.1.7 (S dropout)",1904,18656,0.925170068027211
2021-01-29,"East Midlands",609,5,"B.1.1.7 (S dropout)",568,18656,0.932676518883415
2021-01-29,"South West",299,5,"B.1.1.7 (S dropout)",287,18656,0.959866220735786
2021-01-29,"West Midlands",1090,5,"B.1.1.7 (S dropout)",1040,18656,0.954128440366973
2021-01-29,"South East",965,5,"B.1.1.7 (S dropout)",939,18656,0.973056994818653
2021-01-29,"East of England",599,5,"B.1.1.7 (S dropout)",577,18656,0.963272120200334
2021-01-29,"North East",648,5,"B.1.1.7 (S dropout)",609,18656,0.939814814814815
2021-01-29,"Yorkshire and The Humber",1054,5,"B.1.1.7 (S dropout)",920,18656,0.872865275142315
2021-01-30,"South West",209,5,"B.1.1.7 (S dropout)",199,18657,0.952153110047847
2021-01-30,"North West",1659,5,"B.1.1.7 (S dropout)",1526,18657,0.919831223628692
2021-01-30,"East of England",592,5,"B.1.1.7 (S dropout)",574,18657,0.969594594594595
2021-01-30,"South East",788,5,"B.1.1.7 (S dropout)",766,18657,0.972081218274112
2021-01-30,"Yorkshire and The Humber",879,5,"B.1.1.7 (S dropout)",798,18657,0.907849829351536
2021-01-30,"East Midlands",462,5,"B.1.1.7 (S dropout)",430,18657,0.930735930735931
2021-01-30,"London",1026,5,"B.1.1.7 (S dropout)",1005,18657,0.97953216374269
2021-01-30,"West Midlands",748,5,"B.1.1.7 (S dropout)",705,18657,0.942513368983957
2021-01-30,"North East",583,5,"B.1.1.7 (S dropout)",546,18657,0.936535162950257
2021-01-31,"West Midlands",725,5,"B.1.1.7 (S dropout)",698,18658,0.962758620689655
2021-01-31,"East of England",497,5,"B.1.1.7 (S dropout)",484,18658,0.973843058350101
2021-01-31,"London",844,5,"B.1.1.7 (S dropout)",821,18658,0.972748815165877
2021-01-31,"Yorkshire and The Humber",888,5,"B.1.1.7 (S dropout)",814,18658,0.916666666666667
2021-01-31,"North West",1618,5,"B.1.1.7 (S dropout)",1515,18658,0.936341161928307
2021-01-31,"East Midlands",341,5,"B.1.1.7 (S dropout)",327,18658,0.958944281524927
2021-01-31,"North East",559,5,"B.1.1.7 (S dropout)",545,18658,0.974955277280859
2021-01-31,"South East",664,5,"B.1.1.7 (S dropout)",635,18658,0.956325301204819
2021-01-31,"South West",135,5,"B.1.1.7 (S dropout)",129,18658,0.955555555555556
2021-02-01,"East of England",638,5,"B.1.1.7 (S dropout)",620,18659,0.971786833855799
2021-02-01,"South East",973,5,"B.1.1.7 (S dropout)",951,18659,0.977389516957862
2021-02-01,"North West",2119,5,"B.1.1.7 (S dropout)",1965,18659,0.927324209532798
2021-02-01,"East Midlands",659,5,"B.1.1.7 (S dropout)",631,18659,0.957511380880121
2021-02-01,"Yorkshire and The Humber",1257,5,"B.1.1.7 (S dropout)",1131,18659,0.899761336515513
2021-02-01,"West Midlands",1104,5,"B.1.1.7 (S dropout)",1043,18659,0.944746376811594
2021-02-01,"London",1137,5,"B.1.1.7 (S dropout)",1107,18659,0.973614775725594
2021-02-01,"North East",781,5,"B.1.1.7 (S dropout)",741,18659,0.948783610755442
2021-02-01,"South West",301,5,"B.1.1.7 (S dropout)",284,18659,0.943521594684385
2021-02-02,"South West",248,5,"B.1.1.7 (S dropout)",227,18660,0.915322580645161
2021-02-02,"East Midlands",511,5,"B.1.1.7 (S dropout)",475,18660,0.929549902152642
2021-02-02,"West Midlands",962,5,"B.1.1.7 (S dropout)",923,18660,0.959459459459459
2021-02-02,"South East",898,5,"B.1.1.7 (S dropout)",867,18660,0.965478841870824
2021-02-02,"London",1070,5,"B.1.1.7 (S dropout)",1057,18660,0.98785046728972
2021-02-02,"North West",1936,5,"B.1.1.7 (S dropout)",1796,18660,0.927685950413223
2021-02-02,"Yorkshire and The Humber",698,5,"B.1.1.7 (S dropout)",648,18660,0.92836676217765
2021-02-02,"East of England",624,5,"B.1.1.7 (S dropout)",605,18660,0.969551282051282
2021-02-02,"North East",574,5,"B.1.1.7 (S dropout)",537,18660,0.935540069686411
2021-02-03,"East of England",337,5,"B.1.1.7 (S dropout)",332,18661,0.985163204747775
